partID,dyadID,Sentence,Stem,Target,Hannah,Jennie,Amelia,Notes
58.00,25.00,4.00,Sam read the newspaper ,because he needed to know some current events for class.,3.00,3,3,
58.00,25.00,5.00,Jenny went home to cook dinner ,because it was her mother's birthday.,3.00,3,3,
58.00,25.00,6.00,Katherine baby-sat the neighbor's kids ,"outside, so they could enjoy the day.",3.00,3,3,
58.00,25.00,7.00,Tom bottle fed the baby ,before the baby went to sleep.,3.00,3,3,
58.00,25.00,8.00,Bert changed the oil ,because it was past-due.,3.00,3,3,
61.00,26.00,1.00,Linda swatted at the flies ,to get rid of them.,3.00,3,3,
61.00,26.00,2.00,Helen crammed for the test ,as she usually does.,3.00,3,3,
61.00,26.00,3.00,Shirley asked for help getting home ,because she missed the last bus.,3.00,4,3,
61.00,26.00,4.00,Sam read the newspaper ,to catch up on the sports headlines.,5.00,3,4,
61.00,26.00,5.00,Jenny went home to cook dinner ,for herself.,2.00,2,2,
61.00,26.00,6.00,Katherine baby-sat the neighbor's kids ,for extra cash.,2.00,3,3,
61.00,26.00,7.00,Tom bottle fed the baby ,for the first time.,5.00,5,5,
61.00,26.00,8.00,Bert changed the oil ,in the deep fryer.,2.00,2,3,
60.00,26.00,1.00,Linda swatted at the flies ,that buzzed around her head.,3.00,3,3,
60.00,26.00,2.00,Helen crammed for the test ,all night long.,3.00,3,3,
60.00,26.00,3.00,Shirley asked for help getting home ,on Tuesday.,3.00,3,3,
60.00,26.00,4.00,Sam read the newspaper ,to his little sister.,3.00,4,3,
60.00,26.00,5.00,Jenny went home to cook dinner ,for her family and friends.,4.00,4,3,
60.00,26.00,6.00,Katherine baby-sat the neighbor's kids ,even though she didn't like them.,2.00,3,2,
60.00,26.00,7.00,Tom bottle fed the baby ,and she stopped crying.,3.00,3,3,
60.00,26.00,8.00,Bert changed the oil ,in his car.,3.00,3,3,
63.00,27.00,1.00,Linda swatted at the flies ,furiously.,4.00,3,4,
63.00,27.00,2.00,Helen crammed for the test ,until she passed out.,3.00,3,3,
63.00,27.00,3.00,Shirley asked for help getting home ,because she was lost.,4.00,4,4,
63.00,27.00,4.00,Sam read the newspaper ,because Sam likes to read.,3.00,3,3,
63.00,27.00,5.00,Jenny went home to cook dinner ,for her kids.,4.00,4,4,
63.00,27.00,6.00,Katherine baby-sat the neighbor's kids ,to make money.,2.00,2,3,
63.00,27.00,7.00,Tom bottle fed the baby ,because his wife died.,5.00,4,5,
63.00,27.00,8.00,Bert changed the oil ,in his car.,3.00,3,3,
62.00,67.00,1.00,Linda swatted at the flies ,in her kitchen.,3.00,3,3,
62.00,67.00,2.00,Helen crammed for the test ,the night before.,3.00,3,3,
62.00,67.00,3.00,Shirley asked for help getting home ,from the party.,3.00,3,2,
62.00,67.00,4.00,Sam read the newspaper ,at breakfast.,4.00,3,3,
62.00,67.00,5.00,Jenny went home to cook dinner ,for her family.,5.00,4,5,
62.00,67.00,6.00,Katherine baby-sat the neighbor's kids ,on Friday night.,3.00,3,4,
62.00,67.00,7.00,Tom bottle fed the baby ,that was only one month old.,3.00,3,3,
62.00,67.00,8.00,Bert changed the oil ,of his car.,3.00,3,3,
65.00,28.00,1.00,Linda swatted at the flies ,circling her face,3.00,3,3,
65.00,28.00,2.00,Helen crammed for the test ,scheduled for tomorrow,3.00,3,3,
65.00,28.00,3.00,Shirley asked for help getting home ,from the party,3.00,3,2,
65.00,28.00,4.00,Sam read the newspaper ,on his phone,3.00,3,3,
65.00,28.00,5.00,Jenny went home to cook dinner ,for herself,2.00,2,2,
65.00,28.00,6.00,Katherine baby-sat the neighbor's kids ,for a few hours,3.00,3,3,
65.00,28.00,7.00,Tom bottle fed the baby ,carefully,3.00,3,2,
65.00,28.00,8.00,Bert changed the oil ,in his car,3.00,3,3,
66.00,28.00,1.00,Linda swatted at the flies ,in order to make them leave.,3.00,3,3,
66.00,28.00,2.00,Helen crammed for the test ,because she had procrastinated.,3.00,3,3,
66.00,28.00,3.00,Shirley asked for help getting home ,since it was late at night.,3.00,4,4,
66.00,28.00,4.00,Sam read the newspaper ,with his morning coffee.,4.00,3,3,
66.00,28.00,5.00,Jenny went home to cook dinner ,for her children.,4.00,4,4,
66.00,28.00,6.00,Katherine baby-sat the neighbor's kids ,to earn extra money for college.,2.00,2,1,
66.00,28.00,7.00,Tom bottle fed the baby ,"milk, because its mother wasn't there.",4.00,4,5,
66.00,28.00,8.00,Bert changed the oil ,"in his old, rusty car.",3.00,3,3,
42.00,17.00,1.00,Linda swatted at the flies ,because she hates flies,4.00,3,4,
42.00,17.00,2.00,Helen crammed for the test ,in attempts to get a good grade,3.00,3,3,
42.00,17.00,3.00,Shirley asked for help getting home ,after realizing she was lost in a park,4.00,4,4,
42.00,17.00,4.00,Sam read the newspaper ,every day in order to know what is going on with the world,3.00,3,3,
42.00,17.00,5.00,Jenny went home to cook dinner ,by herself. She often eats alone.,2.00,1,1,
42.00,17.00,6.00,Katherine baby-sat the neighbor's kids ,even though she could have been at a party.,3.00,3,2,
42.00,17.00,7.00,Tom bottle fed the baby ,once every couple hours,3.00,2,2,
42.00,17.00,8.00,Bert changed the oil ,in his beat up pick up truck,3.00,3,3,
41.00,17.00,1.00,Linda swatted at the flies ,absentmindedly,2.00,3,3,
41.00,17.00,2.00,Helen crammed for the test ,in a panicked state,4.00,3,3,
41.00,17.00,3.00,Shirley asked for help getting home ,urgently,3.00,3,4,
41.00,17.00,4.00,Sam read the newspaper ,while drinking his hot cola,3.00,3,3,
41.00,17.00,5.00,Jenny went home to cook dinner ,"for the neighbors, who couldn't eat vegetables.",3.00,3,3,
41.00,17.00,6.00,Katherine baby-sat the neighbor's kids ,while the parents were away at Chuckie Cheese,3.00,3,3,
41.00,17.00,7.00,Tom bottle fed the baby ,"Goats milk, beleiving that it would increase good bacteria in it's stomach.",3.00,3,2,
41.00,17.00,8.00,Bert changed the oil ,"after 900,000 miles, like any safe driver.",3.00,3,4,
71.00,31.00,1.00,Linda swatted at the flies ,because they were in the fruit.,3.00,3,3,
71.00,31.00,2.00,Helen crammed for the test ,after she procrastinated.,3.00,3,3,
71.00,31.00,3.00,Shirley asked for help getting home ,because she was lost.,4.00,4,4,
71.00,31.00,4.00,Sam read the newspaper ,as she sipped her coffee.,2.00,3,3,
71.00,31.00,5.00,Jenny went home to cook dinner ,for her family.,5.00,4,5,
71.00,31.00,6.00,Katherine baby-sat the neighbor's kids ,on the weekends.,3.00,3,4,
71.00,31.00,7.00,Tom bottle fed the baby ,for his parents.,3.00,3,3,
71.00,31.00,8.00,Bert changed the oil ,of his car.,3.00,3,3,
70.00,30.00,1.00,Linda swatted at the flies ,but narrowly missed.,3.00,4,3,
70.00,30.00,2.00,Helen crammed for the test ,", awake by the dim light of her computer desk.",3.00,3,3,
70.00,30.00,3.00,Shirley asked for help getting home ,as her friend had already left.,3.00,3,3,
70.00,30.00,4.00,Sam read the newspaper ,while eating a quick breakfast before class.,3.00,3,3,
70.00,30.00,5.00,Jenny went home to cook dinner ,for her soon-arriving relatives.,4.00,4,4,
70.00,30.00,6.00,Katherine baby-sat the neighbor's kids ,even though she would rather be at the baseball game.,1.00,2,1,
70.00,30.00,7.00,Tom bottle fed the baby ,while he waited for the mother to return from the restroom.,4.00,4,2,
70.00,30.00,8.00,Bert changed the oil ,while the impatient man watched his every move.,3.00,3,4,
82.00,36.00,1.00,Linda swatted at the flies ,because she is allergic to flies.,3.00,3,3,
82.00,36.00,2.00,Helen crammed for the test ,after procrastinating for a week.,3.00,3,3,
82.00,36.00,3.00,Shirley asked for help getting home ,in the evening because it is not safe for women out there.,4.00,5,5,
82.00,36.00,4.00,Sam read the newspaper ,and felt knowledgeable.,3.00,3,3,
82.00,36.00,5.00,Jenny went home to cook dinner ,", she hadn't eaten dinner yet.",3.00,3,3,
82.00,36.00,6.00,Katherine baby-sat the neighbor's kids ,for three hours.,3.00,3,3,
82.00,36.00,7.00,Tom bottle fed the baby ,and felt happy.,2.00,3,2,
82.00,36.00,8.00,Bert changed the oil ,after three months.,3.00,3,3,
83.00,36.00,1.00,Linda swatted at the flies ,because she was annoyed.,3.00,3,3,
83.00,36.00,2.00,Helen crammed for the test ,because she couldn't manager her time.,3.00,4,4,
83.00,36.00,3.00,Shirley asked for help getting home ,because she did not feel safe alone.,3.00,4,4,
83.00,36.00,4.00,Sam read the newspaper ,because he wants to be aware of the current events.,3.00,3,3,
83.00,36.00,5.00,Jenny went home to cook dinner ,because she was hungry.,3.00,3,3,
83.00,36.00,6.00,Katherine baby-sat the neighbor's kids ,because she needs to save money in order to pay off her loans.,2.00,2,1,
83.00,36.00,7.00,Tom bottle fed the baby ,because he wanted to.,2.00,2,2,
83.00,36.00,8.00,Bert changed the oil ,because the car wasn't working properly.,3.00,3,3,
22.00,,1.00,Linda swatted at the flies ,flitting around her food.,3.00,3,3,
22.00,,2.00,Helen crammed for the test ,"the night before, and regretted it.",3.00,3,3,
22.00,,3.00,Shirley asked for help getting home ,but found herself traveling in circles.,4.00,5,4,
22.00,,4.00,Sam read the newspaper ,and paused only for brief sips of his hot coffee.,4.00,4,3,
22.00,,5.00,Jenny went home to cook dinner ,"for her family, and mesmerized her mother with how much she had learnt.",5.00,5,5,
22.00,,6.00,Katherine baby-sat the neighbor's kids ,despite how mature and well-behaved the kids were.,3.00,3,3,
22.00,,7.00,Tom bottle fed the baby ,"the formula milk, just as Jessica had instructed him, so that she could get some sleep.",4.00,4,4,
22.00,,8.00,Bert changed the oil ,in the vehicle several times but still could not see what was wrong.,2.00,3,2,
23.00,,1.00,Linda swatted at the flies ,furiously.,4.00,3,4,
23.00,,2.00,Helen crammed for the test ,nervously.,3.00,3,4,
23.00,,3.00,Shirley asked for help getting home ,after partying with her friends.,3.00,2,1,
23.00,,4.00,Sam read the newspaper ,with great interest.,3.00,3,3,
23.00,,5.00,Jenny went home to cook dinner ,after a long day of work.,1.00,1,1,
23.00,,6.00,Katherine baby-sat the neighbor's kids ,as a small favor.,3.00,3,3,
23.00,,7.00,Tom bottle fed the baby ,before going to bed.,3.00,3,2,
23.00,,8.00,Bert changed the oil ,of his car.,3.00,3,3,
25.00,,1.00,Linda swatted at the flies ,buzzing around her head.,3.00,3,3,
25.00,,2.00,Helen crammed for the test ,she had forgotten was tomorrow.,4.00,4,3,
25.00,,3.00,Shirley asked for help getting home ,after a party.,3.00,2,2,
25.00,,4.00,Sam read the newspaper ,as she ate breakfast.,3.00,3,3,
25.00,,5.00,Jenny went home to cook dinner ,for her friends.,3.00,3,2,
25.00,,6.00,Katherine baby-sat the neighbor's kids ,regularly.,3.00,3,4,
25.00,,7.00,Tom bottle fed the baby ,he was taking care of for his aunt.,3.00,3,2,
25.00,,8.00,Bert changed the oil ,in his car.,3.00,3,3,
29.00,,1.00,Linda swatted at the flies ,because she was annoyed,3.00,3,3,
29.00,,2.00,Helen crammed for the test ,the night before,3.00,3,3,
29.00,,3.00,Shirley asked for help getting home ,from work,2.00,3,2,
29.00,,4.00,Sam read the newspaper ,for the comics,5.00,3,3,
29.00,,5.00,Jenny went home to cook dinner ,for her family,5.00,4,5,
29.00,,6.00,Katherine baby-sat the neighbor's kids ,to make some money,2.00,2,3,
29.00,,7.00,Tom bottle fed the baby ,so that Jenny didn't have to,4.00,4,1,
29.00,,8.00,Bert changed the oil ,after a few months,3.00,3,3,
32.00,,1.00,Linda swatted at the flies ,during the picnic.,3.00,3,3,
32.00,,2.00,Helen crammed for the test ,all night.,3.00,3,3,
32.00,,3.00,Shirley asked for help getting home ,from her friends.,3.00,3,3,
32.00,,4.00,Sam read the newspaper ,and discovered that the Patriots won the game last night.,4.00,3,3,
32.00,,5.00,Jenny went home to cook dinner ,for her family.,5.00,4,5,
32.00,,6.00,Katherine baby-sat the neighbor's kids ,every Saturday afternoon.,3.00,3,4,
32.00,,7.00,Tom bottle fed the baby ,formula.,3.00,3,3,
32.00,,8.00,Bert changed the oil ,of his car.,3.00,3,3,
33.00,,1.00,Linda swatted at the flies ,because they were distracting.,3.00,3,3,
33.00,,2.00,Helen crammed for the test ,", she has bad study habits.",3.00,3,3,
33.00,,3.00,Shirley asked for help getting home ,because she doesn't like public transporatation,3.00,4,3,
33.00,,4.00,Sam read the newspaper ,with authority.,4.00,3,3,
33.00,,5.00,Jenny went home to cook dinner ,because it is healthier than eating out.,3.00,3,3,
33.00,,6.00,Katherine baby-sat the neighbor's kids ,out of kindness.,4.00,4,3,
33.00,,7.00,Tom bottle fed the baby ,because he is a stay at home dad.,1.00,1,1,
33.00,,8.00,Bert changed the oil ,because it is cheaper to do it himself.,3.00,3,3,
40.00,,1.00,Linda swatted at the flies ,swarming around her.,3.00,3,3,
40.00,,2.00,Helen crammed for the test ,last night.,3.00,3,3,
40.00,,3.00,Shirley asked for help getting home ,from the party.,3.00,2,2,
40.00,,4.00,Sam read the newspaper ,cover to cover.,3.00,3,3,
40.00,,5.00,Jenny went home to cook dinner ,for her family.,5.00,4,5,
40.00,,6.00,Katherine baby-sat the neighbor's kids ,after school.,3.00,3,3,
40.00,,7.00,Tom bottle fed the baby ,formula.,3.00,3,3,
40.00,,8.00,Bert changed the oil ,every three months.,3.00,3,4,
41.00,,1.00,Linda swatted at the flies ,because they were bothering her.,3.00,3,3,
41.00,,2.00,Helen crammed for the test ,because she forgot to study before.,4.00,3,3,
41.00,,3.00,Shirley asked for help getting home ,because she was lost.,4.00,4,4,
41.00,,4.00,Sam read the newspaper ,in the Bistro.,3.00,3,3,
41.00,,5.00,Jenny went home to cook dinner ,at 7 last night.,3.00,3,3,
41.00,,6.00,Katherine baby-sat the neighbor's kids ,yesterday night.,3.00,3,3,
41.00,,7.00,Tom bottle fed the baby ,girl.,3.00,3,3,
41.00,,8.00,Bert changed the oil ,in his car.,3.00,3,3,
47.00,,1.00,Linda swatted at the flies ,angrily,3.00,3,2,
47.00,,2.00,Helen crammed for the test ,desperately,4.00,3,4,
47.00,,3.00,Shirley asked for help getting home ,pittifully,5.00,3,4,
47.00,,4.00,Sam read the newspaper ,avidly,3.00,3,3,
47.00,,5.00,Jenny went home to cook dinner ,enthusiasticly,3.00,3,5,
47.00,,6.00,Katherine baby-sat the neighbor's kids ,reluctantly,2.00,3,2,
47.00,,7.00,Tom bottle fed the baby ,cautiously,3.00,3,4,
47.00,,8.00,Bert changed the oil ,regularly,3.00,3,4,
52.00,,1.00,Linda swatted at the flies ,because she was annoyed.,3.00,3,3,
52.00,,2.00,Helen crammed for the test ,because he wanted to pass.,3.00,4,3,
52.00,,3.00,Shirley asked for help getting home ,because she was alone.,3.00,4,3,
52.00,,4.00,Sam read the newspaper ,because he wanted to get informed.,3.00,3,3,
52.00,,5.00,Jenny went home to cook dinner ,becuase he was hungry.,3.00,3,3,
52.00,,6.00,Katherine baby-sat the neighbor's kids ,becuase she loved doing it.,4.00,4,4,
52.00,,7.00,Tom bottle fed the baby ,because the baby was crying.,3.00,3,3,
52.00,,8.00,Bert changed the oil ,because the vehichle needed it.,3.00,3,3,
53.00,,1.00,Linda swatted at the flies ,to make them stop buzzing in her ears,3.00,3,3,
53.00,,2.00,Helen crammed for the test ,because she forgot to study earlier,3.00,3,3,
53.00,,3.00,Shirley asked for help getting home ,from the movie theaters,3.00,4,3,
53.00,,4.00,Sam read the newspaper ,out loud to his son every night,3.00,4,2,
53.00,,5.00,Jenny went home to cook dinner ,"for her boyfriend and herself, just like any other day",5.00,5,5,
53.00,,6.00,Katherine baby-sat the neighbor's kids ,while they were out for the evening,3.00,3,3,
53.00,,7.00,Tom bottle fed the baby ,until she stopped crying and fell asleep,3.00,3,3,
53.00,,8.00,Bert changed the oil ,in his electric scooter so he could ride down the street,3.00,3,3,
57.00,,1.00,Linda swatted at the flies ,flying around her head.,3.00,3,3,
57.00,,2.00,Helen crammed for the test ,so she would get a good grade.,3.00,3,3,
57.00,,3.00,Shirley asked for help getting home ,because she was scared.,4.00,5,5,
57.00,,4.00,Sam read the newspaper ,while riding the bus.,3.00,3,3,
57.00,,5.00,Jenny went home to cook dinner ,for her family.,5.00,4,5,
57.00,,6.00,Katherine baby-sat the neighbor's kids ,on Friday night.,3.00,3,4,
57.00,,7.00,Tom bottle fed the baby ,and his mom took a picture.,4.00,3,5,
57.00,,8.00,Bert changed the oil ,in the frying pan.,2.00,3,3,
64.00,,1.00,Linda swatted at the flies ,and screamed.,3.00,4,5,
64.00,,2.00,Helen crammed for the test ,but still failed.,3.00,4,4,
64.00,,3.00,Shirley asked for help getting home ,from her workplace.,2.00,3,2,
64.00,,4.00,Sam read the newspaper ,to keep up with current events.,3.00,3,3,
64.00,,5.00,Jenny went home to cook dinner ,for her family.,5.00,4,5,
64.00,,6.00,Katherine baby-sat the neighbor's kids ,because she's the only one that can calm her down.,3.00,3,4,
64.00,,7.00,Tom bottle fed the baby ,because he loves children.,2.00,2,1,
64.00,,8.00,Bert changed the oil ,so the car can run smoother.,3.00,3,3,
67.00,,1.00,Linda swatted at the flies ,with bare hand,3.00,2,3,
67.00,,2.00,Helen crammed for the test ,because she didn't study,3.00,3,3,
67.00,,3.00,Shirley asked for help getting home ,because she lost her way,4.00,4,4,
67.00,,4.00,Sam read the newspaper ,line by line,3.00,3,3,
67.00,,5.00,Jenny went home to cook dinner ,for her son,4.00,4,4,
67.00,,6.00,Katherine baby-sat the neighbor's kids ,because she needed money,2.00,2,3,
67.00,,7.00,Tom bottle fed the baby ,when baby was hungry,3.00,3,3,
67.00,,8.00,Bert changed the oil ,this morning,3.00,3,3,
72.00,,1.00,Linda swatted at the flies ,that were buzzing about her head.,3.00,3,3,
72.00,,2.00,Helen crammed for the test ,she didnt bother to study for.,3.00,4,3,
72.00,,3.00,Shirley asked for help getting home ,because she found herself in an unfamiliar neighborhood.,4.00,4,3,
72.00,,4.00,Sam read the newspaper ,confusedly for five minutes before realizing it was upside down.,2.00,3,2,
72.00,,5.00,Jenny went home to cook dinner ,when she got off early from work to surprise her wife.,1.00,1,1,
72.00,,6.00,Katherine baby-sat the neighbor's kids ,for what she considered an unbelieveably low wage.,2.00,3,3,
72.00,,7.00,Tom bottle fed the baby ,"its milk, cooing softly at the adorable look it gave him.",1.00,2,2,
72.00,,8.00,Bert changed the oil ,after being reminded for the eigth time this week.,2.00,2,2,
73.00,,1.00,Linda swatted at the flies ,"with disgust, and continued to eat her sandwich.",3.00,2,3,
73.00,,2.00,Helen crammed for the test ,and she is worried about passing her class.,3.00,3,3,
73.00,,3.00,Shirley asked for help getting home ,and uber came in for the rescue.,3.00,3,3,
73.00,,4.00,Sam read the newspaper ,for job opportunities and found an opening for a marketing company.,4.00,3,3,
73.00,,5.00,Jenny went home to cook dinner ,with her family and made sushi.,4.00,3,4,
73.00,,6.00,Katherine baby-sat the neighbor's kids ,for 4 hours and then went home to study.,3.00,3,3,
73.00,,7.00,Tom bottle fed the baby ,using a milk bottle.,3.00,3,3,
73.00,,8.00,Bert changed the oil ,and called it a day.,3.00,3,3,
74.00,,1.00,Linda swatted at the flies ,despite being asked not to.,3.00,2,1,
74.00,,2.00,Helen crammed for the test ,because she hadn't been studying the week before.,3.00,3,3,
74.00,,3.00,Shirley asked for help getting home ,to avoid walking in the cold.,4.00,4,3,
74.00,,4.00,Sam read the newspaper ,at the breakfast table.,3.00,3,3,
74.00,,5.00,Jenny went home to cook dinner ,for her kids.,4.00,4,4,
74.00,,6.00,Katherine baby-sat the neighbor's kids ,so they could go out for dinner.,3.00,3,3,
74.00,,7.00,Tom bottle fed the baby ,because Mary had left them.,5.00,4,4,
74.00,,8.00,Bert changed the oil ,in his motorcycle.,3.00,3,4,
76.00,,1.00,Linda swatted at the flies ,away from her face,3.00,3,3,
76.00,,2.00,Helen crammed for the test ,the night before,3.00,3,3,
76.00,,3.00,Shirley asked for help getting home ,after a night out,3.00,3,1,
76.00,,4.00,Sam read the newspaper ,while eating breakfast,3.00,3,3,
76.00,,5.00,Jenny went home to cook dinner ,after working all day,1.00,1,2,
76.00,,6.00,Katherine baby-sat the neighbor's kids ,while their parents were out,3.00,3,3,
76.00,,7.00,Tom bottle fed the baby ,its breakfast,3.00,3,3,
76.00,,8.00,Bert changed the oil ,in his car,3.00,3,3,
78.00,,1.00,Linda swatted at the flies ,with a banana.,3.00,3,3,
78.00,,2.00,Helen crammed for the test ,with her girlfriend.,2.00,1,2,
78.00,,3.00,Shirley asked for help getting home ,but then she remembered that she could fly.,3.00,3,3,
78.00,,4.00,Sam read the newspaper ,out loud.,3.00,3,3,
78.00,,5.00,Jenny went home to cook dinner ,for breakfast.,3.00,3,3,
78.00,,6.00,Katherine baby-sat the neighbor's kids ,on Wednesdays.,3.00,3,3,
78.00,,7.00,Tom bottle fed the baby ,muskrat.,4.00,3,3,
78.00,,8.00,Bert changed the oil ,into chocolate milk because he is magic.,2.00,3,3,
84.00,,1.00,Linda swatted at the flies ,because they were bothering her.,3.00,3,3,
84.00,,2.00,Helen crammed for the test ,because she didn't have time to study.,3.00,3,3,
84.00,,3.00,Shirley asked for help getting home ,because she was lost.,4.00,4,4,
84.00,,4.00,Sam read the newspaper ,to keep up with current events,3.00,3,3,
84.00,,5.00,Jenny went home to cook dinner ,for her family.,5.00,4,5,
84.00,,6.00,Katherine baby-sat the neighbor's kids ,because she needed moeny.,2.00,2,3,
84.00,,7.00,Tom bottle fed the baby ,because it was hungry.,3.00,3,3,
84.00,,8.00,Bert changed the oil ,because it had been 3 months since he last changed it.,3.00,3,3,
90.00,,1.00,Linda swatted at the flies ,because they were annoying her.,3.00,3,3,
90.00,,2.00,Helen crammed for the test ,beacuse she didnt want to fail.,3.00,3,3,
90.00,,3.00,Shirley asked for help getting home ,because she doesnt have a car.,3.00,4,3,
90.00,,4.00,Sam read the newspaper ,this morning.,3.00,3,3,
90.00,,5.00,Jenny went home to cook dinner ,for her brothers.,5.00,5,4,
90.00,,6.00,Katherine baby-sat the neighbor's kids ,last weekend.,3.00,3,3,
90.00,,7.00,Tom bottle fed the baby ,as best he could.,4.00,3,4,
90.00,,8.00,Bert changed the oil ,in his son's car.,3.00,3,4,
85.00,,1.00,Linda swatted at the flies ,becuase she is bored.,2.00,2,3,
85.00,,2.00,Helen crammed for the test ,becuase she was nervous.,3.00,3,3,
85.00,,3.00,Shirley asked for help getting home ,becuase she was lost.,4.00,4,4,
85.00,,4.00,Sam read the newspaper ,becuase he was bored.,3.00,3,3,
85.00,,5.00,Jenny went home to cook dinner ,because she was hungry.,3.00,2,3,
85.00,,6.00,Katherine baby-sat the neighbor's kids ,because their parents were out.,3.00,3,3,
85.00,,7.00,Tom bottle fed the baby ,because the baby was hungry.,3.00,3,3,
85.00,,8.00,Bert changed the oil ,because it was time for an oil cahnge.,3.00,3,3,
